id,title,description,skills
syn_554,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_555,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_556,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_557,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_558,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_559,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_560,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_561,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_562,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_563,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_564,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_565,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_566,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_567,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_568,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_569,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_570,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_571,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_572,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_573,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_574,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_575,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_576,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_577,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_578,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_579,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_580,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_581,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_582,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_583,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_584,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_585,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_586,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_587,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_588,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_589,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_590,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_591,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_592,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_593,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_594,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_595,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_596,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_597,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_598,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_599,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_600,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_601,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_602,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_603,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_604,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_605,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_606,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_607,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_608,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_609,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_610,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_611,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_612,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_613,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_614,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_615,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_616,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_617,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_618,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_619,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_620,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_621,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_622,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_623,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_624,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_625,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_626,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_627,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_628,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_629,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_630,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_631,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_632,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_633,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_634,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_635,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_636,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_637,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_638,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_639,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_640,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_641,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_642,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_643,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_644,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_645,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_646,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_647,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_648,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_649,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_650,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_651,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_652,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_653,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_654,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_655,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_656,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_657,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_658,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_659,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_660,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_661,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_662,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_663,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_664,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_665,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_666,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_667,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_668,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_669,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_670,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_671,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_672,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_673,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_674,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_675,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_676,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_677,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_678,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_679,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_680,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_681,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_682,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_683,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_684,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_685,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_686,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_687,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_688,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_689,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_690,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_691,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_692,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_693,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_694,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_695,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_696,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_697,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_698,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_699,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_700,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_701,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_702,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_703,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_704,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_705,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_706,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_707,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_708,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_709,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_710,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_711,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_712,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_713,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_714,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_715,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_716,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_717,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_718,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_719,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_720,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_721,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_722,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_723,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_724,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_725,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_726,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_727,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_728,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_729,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_730,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_731,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_732,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
syn_733,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_734,Machine Learning Engineer,"Build scalable ML models using Python and machine learning. Handle data with SQL, deploy on AWS, develop frontends with React.","['python', 'sql', 'machine learning', 'aws', 'react']"
syn_735,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_736,Data Scientist,"Analyze data, develop predictive models, and create visualization dashboards.","['python', 'sql', 'statistics', 'pandas', 'data visualization']"
syn_737,Cloud Architect,"Design and manage scalable cloud infrastructure on AWS, Azure, or GCP.","['aws', 'azure', 'gcp', 'docker', 'kubernetes']"
syn_738,Prompt Engineer,"Engineer and optimize AI/LLM prompts, improve model performance.","['prompt engineering', 'llm', 'nlp', 'python', 'ai evaluation']"
